customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Customer Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
2232,Nev,Malone,Male,69,1990-05-07,30,Help Desk Technician,n/a,Mass Customer,N,Yes,11 
2233,Cassi,Killingworth,Female,49,1973-09-04,47,Sales Associate,n/a,Mass Customer,N,Yes,8 
2234,Dylan,Hanvey,Male,48,1986-09-09,34,Electrical Engineer,Manufacturing,Mass Customer,N,No,18 
2235,Maxine,Cauldwell,Female,75,1979-10-02,41,Social Worker,Health,Affluent Customer,N,No,16 
2236,Arin,Crickmoor,Male,0,1968-04-16,52,Data Coordiator,Manufacturing,Affluent Customer,N,Yes,13 
2238,Nata,Plinck,Female,96,1978-09-14,42,Director of Sales,Retail,Mass Customer,N,Yes,14 
2239,Jocelyne,Pasquale,Female,0,1960-01-11,60,Associate Professor,Property,High Net Worth,N,Yes,8 
2240,Niall,Hallifax,Male,4,1969-07-25,51,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16 
2241,Augy,Jerrems,Male,45,1975-02-23,45,Paralegal,Financial Services,High Net Worth,N,No,10 
2242,Elsy,Springell,Female,25,1977-09-24,43,VP Sales,n/a,Mass Customer,N,Yes,21 
2243,Lena,Cronshaw,Female,76,1976-08-28,44,Business Systems Development Analyst,n/a,Affluent Customer,N,Yes,7 
2244,Sidney,Cargon,Male,97,1972-05-10,48,Software Test Engineer III,Manufacturing,Mass Customer,N,No,5 
2245,Elsinore,Banbrook,Female,11,1980-04-21,40,Marketing Manager,Argiculture,Mass Customer,N,No,3 
2246,Giraldo,Lacer,Male,16,1979-01-24,41,Database Administrator III,n/a,Mass Customer,N,Yes,13 
2247,Gweneth,Wilkins,Female,17,1995-01-20,25,Teacher,Retail,High Net Worth,N,Yes,1 
2248,Helsa,Grandisson,Female,33,1996-05-23,24,Software Engineer I,Manufacturing,Mass Customer,N,No,1 
2253,Gracie,Kubacki,Female,28,1959-02-08,61,Office Assistant I,Manufacturing,Affluent Customer,N,Yes,13 
2254,Ann,Beek,Female,36,1955-10-21,65,Programmer Analyst II,Health,Affluent Customer,N,No,18 
2255,Iorgo,Krol,Male,92,1992-07-11,28,Dental Hygienist,Health,Affluent Customer,N,Yes,5 
2256,Mara,Rosterne,Female,28,1978-02-26,42,Marketing Manager,Retail,Mass Customer,N,No,15 
2257,Siward,Corradino,Male,27,1977-10-13,43,Librarian,Entertainment,Mass Customer,N,No,15 
2258,Cathy,Powter,Female,63,1974-03-21,46,Account Executive,Retail,High Net Worth,N,No,7 
2259,Leanora,Calbert,Female,83,1999-07-02,21,Environmental Specialist,n/a,Affluent Customer,N,No,2 
2260,Jarad,Barthropp,Male,38,1967-02-09,53,Administrative Assistant IV,Argiculture,High Net Worth,N,No,11 
2261,Gerome,Monshall,Male,81,1980-09-21,40,Account Representative II,Health,Mass Customer,N,Yes,13 
2262,Nyssa,Banister,Female,90,1984-04-21,36,Pharmacist,Health,Mass Customer,N,Yes,2 
2263,Lois,Sorel,Female,79,1987-02-06,33,Professor,Argiculture,Mass Customer,N,Yes,21 
2264,Tony,Shirley,Female,18,1972-07-17,48,Occupational Therapist,Health,Affluent Customer,N,No,9 
2267,Andrei,Mulchrone,Female,78,1964-04-28,56,Business Systems Development Analyst,n/a,Affluent Customer,N,No,14 
2268,Wilhelmina,Gothup,Female,66,1965-10-07,55,Pharmacist,Health,Mass Customer,N,No,19 
2269,Beitris,Lamy,Female,33,1989-11-11,31,Product Engineer,n/a,Mass Customer,N,No,9 
2270,Augustus,Edleston,Male,50,1966-09-28,54,Information Systems Manager,Retail,Affluent Customer,N,No,9 
2272,Grete,Hindenburg,Female,82,1994-12-21,26,Internal Auditor,Manufacturing,Mass Customer,N,No,1 
2273,Rhetta,Lambrook,Female,71,1964-08-04,56,Assistant Professor,n/a,Mass Customer,N,Yes,9 
2274,Nada,Reinert,Female,15,1979-11-26,41,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,13 
2275,Ursulina,Carter,Female,77,1992-07-19,28,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8 
2276,Stormy,Caveney,Female,90,1985-10-06,35,Desktop Support Technician,n/a,Mass Customer,N,Yes,12 
2277,Gillie,Ruben,Female,44,1963-08-22,57,Cost Accountant,Financial Services,High Net Worth,N,Yes,7 
2278,Gerri,Heliet,Male,11,1977-09-25,43,Product Engineer,Health,Affluent Customer,N,Yes,8 
2279,Garrett,Szymon,Male,42,1979-03-19,41,Human Resources Assistant II,Health,Mass Customer,N,No,3 
2280,Wrennie,Alexandersson,Female,93,1960-11-18,60,Budget/Accounting Analyst I,n/a,Mass Customer,N,No,9 
2282,Dominic,Gregoletti,Male,81,1957-02-25,63,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,7 
2283,Gaspar,Janaway,Male,44,1954-02-08,66,Software Consultant,n/a,High Net Worth,N,No,16 
2284,Ola,Lenoir,Female,83,1974-02-16,46,Staff Accountant IV,Telecommunications,High Net Worth,N,No,14 
2285,Maritsa,Bellison,Female,71,1973-10-27,47,Quality Control Specialist,Health,High Net Worth,N,No,5 
2286,Katuscha,Sapsed,Female,20,1995-06-02,25,Staff Scientist,Manufacturing,High Net Worth,N,No,5 
2287,Gisela,Partener,Female,53,1974-04-22,46,Human Resources Assistant I,Telecommunications,High Net Worth,N,No,20 
2288,Cirillo,Hook,Male,63,1964-05-04,56,Staff Scientist,Manufacturing,High Net Worth,N,No,8 
2289,Kissie,Steanson,Female,97,1980-09-25,40,Research Nurse,Health,Affluent Customer,N,Yes,13 
2290,Myca,Standley,Male,18,1981-03-10,39,Account Executive,Manufacturing,Mass Customer,N,Yes,5 
2291,Guido,Meynell,Male,67,1971-04-13,49,Accountant IV,Manufacturing,Affluent Customer,N,Yes,4 
2292,Christie,MacClure,Female,17,1998-06-02,22,Research Nurse,Health,Mass Customer,N,Yes,2 
2293,Engracia,Newcom,Female,70,1958-03-07,62,Financial Advisor,Financial Services,Affluent Customer,N,No,16 
2294,Skipton,Cordie,Male,25,1987-06-16,33,Associate Professor,Manufacturing,Mass Customer,N,No,21 
2296,Nathalia,Sanger,Female,16,2002-01-01,18,Geologist IV,Retail,Affluent Customer,N,No,1 
2297,Pauletta,Taffee,Female,16,1971-11-27,49,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,19 
2298,Brigham,Vyse,Male,64,1997-10-28,23,Environmental Tech,Property,Mass Customer,N,Yes,5 
2299,Mahmoud,Dagworthy,Male,11,1986-10-21,34,Computer Systems Analyst I,Property,High Net Worth,N,Yes,7 
2301,Ken,Vashchenko,Male,66,1966-10-30,54,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,19 
2302,Loraine,Beamish,Female,43,1999-01-09,21,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,4 
2303,Alair,Combe,Male,22,1993-04-13,27,Database Administrator IV,Retail,Mass Customer,N,Yes,4 
2305,Aeriell,Greeding,Female,91,1984-07-09,36,Chief Design Engineer,Financial Services,Affluent Customer,N,Yes,13 
2306,Hilary,Tregunna,Female,98,1960-04-19,60,Paralegal,Financial Services,High Net Worth,N,Yes,9 
2307,Corina,Shadwick,Female,57,1978-06-28,42,Desktop Support Technician,Retail,High Net Worth,N,Yes,13 
2308,Nancey,Hastie,Female,52,1963-03-19,57,Paralegal,Financial Services,Mass Customer,N,Yes,17 
2309,Herc,McIlhone,Male,40,1985-01-13,35,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,14 
2310,Jed,Humpherston,Male,12,1970-02-10,50,Executive Secretary,n/a,High Net Worth,N,Yes,11 
2312,Ronnica,Grebner,Female,72,1979-08-10,41,Assistant Manager,Manufacturing,Mass Customer,N,No,18 
2313,Christa,Pauley,Female,54,1966-07-10,54,Chemical Engineer,Manufacturing,Mass Customer,N,No,12 
2314,Ravid,Lapenna,Male,59,1993-12-22,27,Registered Nurse,Health,High Net Worth,N,Yes,7 
2315,Pernell,MacCheyne,Male,25,1994-03-01,26,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,8 
2316,Vernen,Bourgaize,Male,79,1978-03-21,42,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,Yes,11 
2317,Alwin,Cuberley,Male,97,1976-12-07,44,Tax Accountant,Health,Mass Customer,N,Yes,16 
2318,Willa,Malyan,Female,30,1988-03-01,32,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,6 
2319,David,Darrigrand,Male,63,1985-05-03,35,Librarian,Entertainment,High Net Worth,N,No,18 
2320,Kaylyn,Throssell,Female,14,1965-12-21,55,Senior Developer,Manufacturing,Affluent Customer,N,No,16 
2321,Libbi,Freeberne,Female,27,1980-03-25,40,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,20 
2322,Hazlett,Rosenschein,Male,72,1992-05-24,28,Biostatistician III,Health,Mass Customer,N,Yes,2 
2323,Adair,Piser,Male,2,1988-04-30,32,Desktop Support Technician,Property,High Net Worth,N,No,13 
2324,Jerrold,Robben,Male,44,1966-08-05,54,Sales Associate,Manufacturing,Mass Customer,N,Yes,16 
2325,Emmett,Whatsize,Male,50,1964-01-06,56,Database Administrator IV,Retail,High Net Worth,N,Yes,12 
2326,Trev,Boothebie,Male,64,1966-06-22,54,Programmer Analyst I,Retail,High Net Worth,N,No,14 
2327,Alie,Sowle,Female,19,1963-04-05,57,Budget/Accounting Analyst II,n/a,Affluent Customer,N,No,6 
2328,Gayler,Shackle,Male,63,1986-06-03,34,Dental Hygienist,Health,Mass Customer,N,Yes,8 
2329,Donny,Stiven,Female,7,1957-12-19,63,Computer Systems Analyst II,IT,Affluent Customer,N,No,20 
2330,Claresta,Bonnor,Female,5,1990-01-17,30,Account Coordinator,Property,Mass Customer,N,No,9 
2331,Marybelle,Antal,Female,48,1963-04-11,57,Database Administrator III,Financial Services,Mass Customer,N,Yes,10 
2332,Jeff,Goodere,Male,99,1977-04-20,43,Developer III,Property,High Net Worth,N,Yes,10 
2333,Ives,Adolfson,Male,82,1966-04-19,54,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,10 
2334,Zebulen,Hefford,Male,30,1996-03-16,24,Food Chemist,Health,Affluent Customer,N,No,5 
2336,Karney,Labrone,Male,59,1978-01-19,42,Dental Hygienist,Health,Affluent Customer,N,No,17 
2337,Odilia,Bick,Female,47,2000-01-11,20,Programmer Analyst II,Health,Mass Customer,N,No,1 
2338,Clarie,Hackworth,Female,13,1986-11-28,34,Programmer Analyst IV,Manufacturing,Mass Customer,N,No,5 
2339,Damien,Haddeston,Male,3,1958-12-28,62,Web Designer II,Property,Affluent Customer,N,Yes,16 
2340,Joachim,Amer,Male,33,1978-03-29,42,Research Assistant IV,Health,Mass Customer,N,Yes,16 
2343,Wilhelm,Corteis,Male,6,1959-03-24,61,Nurse Practicioner,Argiculture,High Net Worth,N,Yes,5 
2344,Wat,Robelin,Male,93,1993-03-04,27,Nurse,Financial Services,Mass Customer,N,Yes,7 
2345,Arden,Godard,Female,50,1986-07-15,34,Systems Administrator I,Retail,Affluent Customer,N,Yes,3 
2346,Joey,Scheffler,Male,89,1979-09-16,41,Information Systems Manager,n/a,Mass Customer,N,Yes,4 
2347,L;urette,Annott,Female,79,1957-03-04,63,Programmer Analyst I,n/a,High Net Worth,N,No,11 
2348,Keeley,Winslet,Female,2,1957-11-07,63,Web Designer IV,Manufacturing,Mass Customer,N,No,16 
2349,Julee,Garwell,Female,23,1979-03-05,41,Executive Secretary,Telecommunications,High Net Worth,N,No,3 
2350,Lorinda,Malpass,Female,32,1959-03-17,61,Nurse Practicioner,n/a,Mass Customer,N,Yes,14 
2351,Felicity,Beirne,Female,35,1992-03-15,28,Assistant Professor,Retail,Affluent Customer,N,Yes,10 
2352,Cilka,Dabbes,Female,76,1971-10-22,49,Statistician II,n/a,Mass Customer,N,Yes,13 
2353,Lyn,Luquet,Male,93,1978-12-27,42,Health Coach IV,Health,Affluent Customer,N,Yes,12 
2354,Tammie,Fisbey,Female,99,1958-12-19,62,Product Engineer,Retail,Mass Customer,N,No,17 
2356,Arluene,Manchester,Female,58,1994-12-17,26,Geological Engineer,Manufacturing,Affluent Customer,N,No,3 
2357,Lisette,Mingardi,Female,39,1962-10-15,58,Civil Engineer,Manufacturing,Mass Customer,N,No,6 
2358,Ave,Peatt,Male,26,1959-05-01,61,Senior Sales Associate,Retail,High Net Worth,N,Yes,15 
2359,Merlina,Bream,Female,80,1986-03-25,34,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,7 
2360,Karleen,McGenn,Female,0,1974-11-03,46,VP Accounting,Financial Services,High Net Worth,N,Yes,5 
2361,Jeannette,Cerman,Female,55,1954-11-28,66,Help Desk Operator,n/a,High Net Worth,N,Yes,20 
2362,Herbie,Machans,Male,49,1972-06-05,48,Developer II,Financial Services,Affluent Customer,N,Yes,19 
2363,Bobby,Farmiloe,Male,92,1983-12-30,36,Nurse,Entertainment,Mass Customer,N,Yes,16 
2364,Fielding,Linklater,Male,19,1995-09-22,25,Speech Pathologist,n/a,Mass Customer,N,Yes,13 
2365,Lauretta,Furmonger,Female,2,1998-10-18,22,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes,3 
2366,Idette,Mapam,Female,51,1975-06-15,45,Web Designer I,Health,Mass Customer,N,Yes,15 
2367,Lorne,Sabin,Male,40,1957-05-22,63,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,16 
2368,Rowe,Losbie,Female,98,1993-01-22,27,Chemical Engineer,Manufacturing,Mass Customer,N,No,10 
2369,Averyl,Gosz,Female,80,1996-10-28,24,Financial Analyst,Financial Services,Mass Customer,N,Yes,1 
2370,Juliane,Calltone,Female,35,1996-03-19,24,Analyst Programmer,Property,High Net Worth,N,No,7 
2371,Rory,Lokier,Female,22,1966-11-18,54,Staff Scientist,Manufacturing,High Net Worth,N,Yes,8 
2372,Jim,Shoppee,Male,14,1977-09-10,43,Clinical Specialist,Health,Affluent Customer,N,No,10 
2373,Cordy,Readshall,Female,51,1982-05-22,38,Structural Engineer,Manufacturing,High Net Worth,N,Yes,16 
2374,Dolf,Baudichon,Male,6,1993-06-15,27,Design Engineer,Financial Services,Mass Customer,N,No,9 
2375,Alika,Milbourne,Female,21,1987-03-17,33,Sales Representative,Retail,Affluent Customer,N,No,8 
2376,Eada,Narbett,Female,84,1958-10-23,62,Community Outreach Specialist,n/a,High Net Worth,N,Yes,12 
2377,Kristien,Dunne,Female,29,1998-10-02,22,Analog Circuit Design manager,IT,High Net Worth,N,No,2 
2378,Aggi,Farncombe,Female,41,1994-04-25,26,Research Assistant II,Manufacturing,Affluent Customer,N,No,1 
2379,Trixie,Piscopiello,Female,85,1981-05-05,39,Occupational Therapist,Health,Affluent Customer,N,Yes,15 
2380,Merissa,Milella,Female,44,1956-04-09,64,Technical Writer,Retail,Mass Customer,N,Yes,15 
2381,Dulsea,Pladen,Female,91,1973-02-12,47,Programmer I,Argiculture,Affluent Customer,N,Yes,5 
2382,Turner,Huggens,Male,79,1971-07-05,49,Accounting Assistant III,Retail,Mass Customer,N,Yes,4 
2383,Zaria,Eberz,Female,34,1978-09-15,42,Compensation Analyst,Financial Services,Mass Customer,N,No,15 
2384,Garey,Letrange,Male,96,1961-07-16,59,Operator,Health,High Net Worth,N,Yes,6 
2385,Gaultiero,Lissenden,Male,70,1958-12-17,62,Dental Hygienist,Health,Mass Customer,N,No,8 
2386,Adrianne,Lowerson,Female,93,1997-07-06,23,Compensation Analyst,Financial Services,Mass Customer,N,No,2 
2387,Roy,Jone,Male,33,1977-08-30,43,Nurse,n/a,High Net Worth,N,Yes,9 
2388,Quincy,Weben,Male,84,1997-05-28,23,Cost Accountant,Financial Services,Mass Customer,N,No,1 
2389,Sibyl,Gudge,Male,18,1973-12-28,47,Desktop Support Technician,Retail,High Net Worth,N,No,7 
2390,Tonya,Nealand,Female,48,1964-05-06,56,Legal Assistant,Property,Mass Customer,N,No,12 
2391,Corny,Millott,Female,72,1961-04-22,59,Nurse Practicioner,Health,Mass Customer,N,No,14 
2392,Isadora,Gronaller,Female,48,2001-01-11,19,Marketing Assistant,Manufacturing,Affluent Customer,N,No,2 
2393,Dorian,Colledge,Female,68,1981-06-21,39,Registered Nurse,Health,High Net Worth,N,Yes,11 
2394,Ferne,Reese,Female,31,1995-11-12,25,GIS Technical Architect,n/a,Mass Customer,N,Yes,7 
2395,Ashlin,Kesby,Male,23,1966-02-26,54,Executive Secretary,n/a,High Net Worth,N,No,16 
2396,Elmira,Wildblood,Female,40,1973-08-02,47,Recruiter,Retail,Affluent Customer,N,Yes,7 
2397,Cassius,Birchenough,Male,33,1985-06-10,35,Analyst Programmer,Retail,Affluent Customer,N,Yes,4 
2399,Devonne,McPolin,Female,20,1980-06-11,40,Software Consultant,Manufacturing,High Net Worth,N,Yes,14 
2400,Lindsay,Stollsteiner,Male,73,1978-02-28,42,Office Assistant III,Property,Mass Customer,N,Yes,22 
2401,Drake,Riguard,Male,7,1977-07-31,43,Staff Scientist,n/a,Mass Customer,N,Yes,15 
2402,Merrielle,Strafen,Female,99,1957-06-07,63,Cost Accountant,Financial Services,Mass Customer,N,Yes,8 
2403,Karalee,Tremlett,Female,41,1977-10-25,43,Technical Writer,Financial Services,Affluent Customer,N,No,12 
2404,Conney,Grouse,Male,13,1960-03-14,60,Graphic Designer,Retail,Mass Customer,N,No,6 
2405,Quintana,Merricks,Female,16,1957-07-28,63,Structural Analysis Engineer,n/a,Mass Customer,N,No,18 
2406,Randal,Messager,Male,34,1973-06-11,47,Executive Secretary,n/a,Affluent Customer,N,Yes,9 
2410,Eugenia,Verey,Female,75,1974-08-24,46,Geological Engineer,Manufacturing,Mass Customer,N,Yes,21 
2411,Casey,McDade,Male,0,1964-05-27,56,Technical Writer,Financial Services,High Net Worth,N,No,13 
2412,Tiffi,Havercroft,Female,77,1981-05-26,39,Chemical Engineer,Manufacturing,Affluent Customer,N,No,8 
2413,Abbey,Murrow,Male,27,1943-08-11,77,Environmental Specialist,Manufacturing,High Net Worth,N,Yes,17 
2415,Tanner,Harp,Male,56,1978-11-05,42,Web Designer II,Manufacturing,Mass Customer,N,No,3 
2416,Eberhard,Shalcras,Male,19,1959-12-29,61,Office Assistant I,Health,Affluent Customer,N,No,16 
2417,Cacilia,Swetland,Female,27,1974-06-24,46,Nurse,n/a,Affluent Customer,N,No,22 
2418,Elspeth,Brazil,Female,82,1970-04-05,50,Software Engineer III,Property,Mass Customer,N,Yes,13 
2419,Aron,Karlsen,Male,96,1978-07-04,42,Physical Therapy Assistant,Property,High Net Worth,N,No,9 
2420,Celie,Guyers,Female,10,1976-08-26,44,Staff Scientist,Financial Services,High Net Worth,N,No,16 
2421,Marilee,Garbott,Female,54,1954-08-16,66,Research Nurse,Health,Affluent Customer,N,Yes,13 
2422,Crysta,Woliter,Female,96,1978-11-30,42,Librarian,Entertainment,High Net Worth,N,No,13 
2423,Lenci,Symcox,Male,49,1981-02-20,39,Professor,IT,Mass Customer,N,Yes,20 
2425,Barn,Sainsberry,Male,32,1976-03-19,44,Help Desk Technician,n/a,Mass Customer,N,Yes,11 
2427,Myrta,Whibley,Female,20,1998-10-15,22,Senior Developer,n/a,High Net Worth,N,Yes,2 
2428,Pauly,Keightley,Male,74,1968-07-26,52,Help Desk Operator,n/a,Mass Customer,N,Yes,9 
2429,Emeline,Baldi,Female,54,1980-11-11,40,Assistant Professor,Manufacturing,Mass Customer,N,Yes,3 
2430,Humbert,Dikles,Male,38,1968-09-06,52,Quality Engineer,n/a,Mass Customer,N,No,5 
2431,Alvy,Tyndall,Male,15,1999-12-24,21,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,2 
2432,Ebba,Melhuish,Female,67,1981-02-21,39,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,5 
2433,Burty,Strutz,Male,38,1976-07-19,44,Nurse Practicioner,n/a,High Net Worth,N,Yes,8 
2434,Lenci,Soars,Male,40,1956-11-17,64,Environmental Specialist,n/a,Affluent Customer,N,No,18 
2435,Orly,Ceney,Female,69,1961-08-12,59,Account Coordinator,Manufacturing,Mass Customer,N,No,14 
2436,Jaymie,Wellesley,Male,37,1986-03-21,34,Help Desk Technician,IT,Mass Customer,N,No,4 
2437,Simonette,Cressingham,Female,90,1977-05-01,43,Marketing Manager,Financial Services,Mass Customer,N,Yes,18 
2438,Lorianne,Ethersey,Female,76,1983-01-29,37,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,4 
2440,Lethia,Juanes,Female,17,1959-09-21,61,Engineer II,Manufacturing,Affluent Customer,N,No,8 
2442,Odie,Enrrico,Male,8,1957-10-13,63,Social Worker,Health,Affluent Customer,N,Yes,17 
2443,Towny,Python,Male,30,1990-02-13,30,Computer Systems Analyst I,Property,High Net Worth,N,No,20 
2444,Emmet,Cristoforo,Male,22,1977-05-13,43,Associate Professor,Manufacturing,High Net Worth,N,No,11 
2445,Johnnie,Prujean,Male,46,1976-03-11,44,Quality Control Specialist,Retail,Affluent Customer,N,No,18 
2447,Richard,Poor,Male,55,1997-01-06,23,Tax Accountant,n/a,Affluent Customer,N,Yes,2 
2448,Lorri,Iston,Female,5,1992-12-18,28,Structural Analysis Engineer,Property,High Net Worth,N,No,10 
2449,Oates,Broadberrie,Male,54,1982-06-01,38,Tax Accountant,n/a,Affluent Customer,N,No,8 
2450,Jayson,Breheny,Male,64,1974-06-21,46,Structural Engineer,Retail,Affluent Customer,N,Yes,7 
2451,Upton,Orford,Male,33,1973-03-09,47,Editor,Argiculture,Affluent Customer,N,Yes,18 
2452,Sophronia,Yerrill,Female,93,1975-07-24,45,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,17 
2453,Ruthe,Campe,Female,22,1992-08-05,28,Safety Technician II,Telecommunications,High Net Worth,N,No,9 
2454,Gene,Brome,Female,81,1960-02-13,60,Senior Sales Associate,Property,Mass Customer,N,Yes,12 
2456,Reidar,Pullin,Male,9,1991-05-29,29,Sales Associate,n/a,Mass Customer,N,No,10 
2457,Benito,Vearnals,Male,70,1975-04-12,45,Developer IV,IT,High Net Worth,N,Yes,15 
2458,Leilah,Liddel,Female,73,1964-04-20,56,Media Manager II,Manufacturing,High Net Worth,N,Yes,5 
2459,Jeanna,Naulls,Female,67,1986-01-10,34,Quality Engineer,Manufacturing,High Net Worth,N,No,18 
2460,Mick,Boutellier,Male,88,1976-05-17,44,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,12 
2462,Fletcher,Hutchens,Male,17,1980-07-05,40,Assistant Media Planner,Entertainment,Affluent Customer,N,No,21 
2463,Krystle,Jovicevic,Female,54,1978-01-30,42,Pharmacist,Health,Mass Customer,N,No,12 
2464,Cleve,Jindrak,Male,78,1983-04-06,37,Speech Pathologist,Retail,Mass Customer,N,No,6 
2465,Paloma,Nilles,Female,31,1984-06-12,36,Senior Editor,n/a,Mass Customer,N,Yes,2 
2466,Araldo,Klamp,Male,62,1980-10-04,40,Software Test Engineer IV,Entertainment,High Net Worth,N,No,16 
2467,Ynez,Fawloe,Female,71,1975-07-15,45,Engineer III,Manufacturing,Affluent Customer,N,Yes,4 
2468,Parker,Barenskie,Male,51,1995-12-12,25,Marketing Assistant,Retail,High Net Worth,N,No,1 
2471,Noland,Bresland,Male,55,1978-12-20,42,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8 
2472,Mathias,Element,Male,99,1989-06-02,31,Product Engineer,Health,High Net Worth,N,Yes,16 
2474,Chrysa,Burrett,Female,59,1980-06-08,40,Executive Secretary,Argiculture,High Net Worth,N,Yes,6 
2475,Cammi,Ambrogioni,Female,68,1977-05-02,43,Quality Control Specialist,n/a,Mass Customer,N,No,20 
2476,Hal,Braddon,Male,13,1956-09-25,64,Administrative Officer,Property,High Net Worth,N,No,17 
2477,Barney,Tilling,Male,25,1977-03-23,43,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,10 
2478,Andreas,Lamke,Male,85,1966-07-07,54,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10 
2479,Helge,Voller,Female,81,1996-11-06,24,Community Outreach Specialist,Retail,Mass Customer,N,No,5 
2480,Adey,Shevlin,Female,3,1971-12-26,49,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,16 
2481,Amber,Ruslin,Female,71,1979-01-20,41,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12 
2482,Regan,Siemens,Male,95,1953-12-10,67,Pharmacist,Health,Mass Customer,N,Yes,10 
2484,Elise,Slimm,Female,77,1979-10-03,41,Senior Quality Engineer,Property,Mass Customer,N,Yes,14 
2485,Ringo,Parkyn,Male,93,1955-07-27,65,Help Desk Technician,n/a,Mass Customer,N,Yes,12 
2486,Alaine,Halbord,Female,77,1954-03-09,66,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5 
2487,Elton,Piggford,Male,92,1978-01-13,42,Operator,IT,Affluent Customer,N,Yes,14 
2488,Idalia,Braunton,Female,32,1988-11-17,32,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,7 
2489,Emma,Mates,Female,42,1976-06-12,44,Speech Pathologist,Retail,Mass Customer,N,No,15 
2491,Tabbie,Turone,Male,74,1977-05-08,43,Clinical Specialist,Health,Mass Customer,N,No,14 
2492,Gayelord,Lipman,Male,35,1974-02-01,46,Design Engineer,Manufacturing,High Net Worth,N,No,9 
2493,Rey,Collum,Male,56,1981-08-19,39,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17 
2494,Donella,Emm,Female,98,1974-08-08,46,Senior Sales Associate,Manufacturing,High Net Worth,N,No,16 
2495,Gwenore,Suero,Female,89,1953-11-12,67,Assistant Professor,IT,Affluent Customer,N,No,17 
2496,Lew,Wittleton,Male,29,1980-08-26,40,Web Developer II,Manufacturing,Mass Customer,N,Yes,21 
2497,Gustav,Aaronsohn,Male,33,1969-04-05,51,Administrative Assistant IV,Property,Affluent Customer,N,No,12 
2498,Rosana,Emmatt,Female,70,1978-02-02,42,Software Test Engineer III,Retail,High Net Worth,N,No,8 
2499,Doll,Tschirschky,Female,77,1973-08-30,47,Account Representative I,Retail,Mass Customer,N,No,14 
2500,Micky,Livings,Female,35,1957-12-18,63,Senior Developer,Property,High Net Worth,N,Yes,17 
2501,Ora,Meaddowcroft,Female,80,1971-07-12,49,Actuary,Financial Services,Mass Customer,N,Yes,10 
2502,Concordia,Mussington,Female,6,1964-08-23,56,Structural Engineer,Manufacturing,Mass Customer,N,Yes,11 
2503,Devlin,Laneham,Male,80,1967-07-16,53,Budget/Accounting Analyst I,Health,Affluent Customer,N,Yes,10 
2505,Myrah,McCarry,Female,45,1980-08-25,40,VP Marketing,Financial Services,High Net Worth,N,No,3 
2507,Alysa,Galilee,Female,77,1986-06-25,34,Biostatistician III,Health,Affluent Customer,N,Yes,8 
2508,Virgil,Borkett,Male,98,1996-11-04,24,Information Systems Manager,n/a,Mass Customer,N,No,3 
2509,Danya,Beadles,Male,99,1971-07-07,49,Help Desk Technician,Financial Services,Mass Customer,N,No,7 
2510,Nealson,Lowdham,Male,43,1973-04-10,47,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,7 
2511,Jedidiah,Daulby,Male,20,1991-07-12,29,Technical Writer,Financial Services,Mass Customer,N,Yes,4 
2512,Franzen,Halliday,Male,3,1968-05-22,52,Web Developer I,n/a,High Net Worth,N,Yes,19 
2513,Rustie,Ligoe,Male,55,1978-07-31,42,Structural Analysis Engineer,Property,Mass Customer,N,No,12 
2514,Vincenty,Sayer,Male,25,1975-08-11,45,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes,17 
2516,Zoe,Kiddye,Female,42,1967-05-27,53,Registered Nurse,Health,Mass Customer,N,No,19 
